    0.0000000000  -19.2233290000  -17.2200780000  -13.6471490000  -10.3130690000   -9.5795380000   -8.3960880000   -6.3637660000   -6.0001160000   -5.9380560000   -5.0557600000   -4.0883290000   -2.8255920000   -2.4864060000   -1.7769620000   -1.0633430000    2.1743230000    2.8690930000    3.1792900000    3.5959600000    4.5314380000    4.8109050000    5.0264730000    6.8622060000    7.3502700000    7.9073190000    8.5571850000    8.9872310000    9.2953950000    9.6190670000    9.8143130000   10.6929880000   11.2461160000   11.2948140000   11.5138860000   12.2859850000   12.5076330000   13.0251420000   13.9227070000   14.3175410000   14.3262080000   14.6526690000   15.0923580000   15.2752380000   15.5898340000   15.6666670000   16.0004030000   16.3177300000   17.0265320000
    0.0149803073  -19.2233170000  -17.2201630000  -13.6465800000  -10.3193120000   -9.5726890000   -8.3959530000   -6.3656610000   -6.0000890000   -5.9377180000   -5.0543800000   -4.0899550000   -2.8275060000   -2.4862310000   -1.7739160000   -1.0631850000    2.1742920000    2.8711200000    3.1692100000    3.5920260000    4.5459740000    4.8105550000    5.0268670000    6.8567530000    7.3542050000    7.9093730000    8.5563660000    8.9857570000    9.2989100000    9.6166790000    9.8158260000   10.6930910000   11.2450670000   11.2955410000   11.5146100000   12.2818360000   12.5081820000   13.0196720000   13.9064150000   14.3225250000   14.3244910000   14.6543460000   15.0928250000   15.2726740000   15.5893380000   15.6668370000   16.0124310000   16.3163540000   17.0345210000
    0.0300476996  -19.2232890000  -17.2204190000  -13.6448600000  -10.3374830000   -9.5526850000   -8.3955440000   -6.3712960000   -6.0001140000   -5.9367000000   -5.0501960000   -4.0948400000   -2.8332850000   -2.4857050000   -1.7647400000   -1.0627130000    2.1742230000    2.8772310000    3.1389960000    3.5818160000    4.5880080000    4.8094700000    5.0280640000    6.8408330000    7.3655820000    7.9154410000    8.5540350000    8.9814920000    9.3092860000    9.6094870000    9.8203650000   10.6934250000   11.2418670000   11.2977550000   11.5167320000   12.2692280000   12.5098370000   13.0030910000   13.8620280000   14.3115270000   14.3400600000   14.6598480000   15.0942580000   15.2653380000   15.5886520000   15.6668310000   16.0477510000   16.3128260000   17.0582160000
    0.0450280697  -19.2232210000  -17.2208270000  -13.6420250000  -10.3655960000   -9.5215410000   -8.3948610000   -6.3803420000   -6.0004640000   -5.9350190000   -5.0432020000   -4.1028270000   -2.8428150000   -2.4848360000   -1.7496410000   -1.0619410000    2.1740920000    2.8873200000    3.0900290000    3.5690010000    4.6524330000    4.8076440000    5.0300840000    6.8160680000    7.3829950000    7.9250600000    8.5506520000    8.9749830000    9.3257840000    9.5975700000    9.8279030000   10.6939680000   11.2366720000   11.3014580000   11.5201210000   12.2486100000   12.5125420000   12.9759140000   13.7995240000   14.2937470000   14.3538970000   14.6699830000   15.0966300000   15.2548290000   15.5898180000   15.6651800000   16.1034180000   16.3089140000   17.0963860000
    0.0600954620  -19.2231160000  -17.2213890000  -13.6380530000  -10.4017440000   -9.4811320000   -8.3938980000   -6.3925190000   -6.0015500000   -5.9326660000   -5.0332490000   -4.1138500000   -2.8561340000   -2.4836280000   -1.7285990000   -1.0608780000    2.1738910000    2.9014460000    3.0240320000    3.5565420000    4.7346690000    4.8049830000    5.0329900000    6.7839520000    7.4051020000    7.9376630000    8.5468430000    8.9668270000    9.3477610000    9.5808160000    9.8385260000   10.6946970000   11.2295650000   11.3067370000   11.5246050000   12.2201070000   12.5162760000   12.9382300000   13.7257830000   14.2696060000   14.3588670000   14.6842560000   15.0995190000   15.2437850000   15.5949440000   15.6596350000   16.1769870000   16.3072380000   17.1478440000
    0.0750757693  -19.2229840000  -17.2220990000  -13.6330280000  -10.4434090000   -9.4340500000   -8.3926670000   -6.4072370000   -6.0038140000   -5.9296860000   -5.0203760000   -4.1275710000   -2.8730040000   -2.4821110000   -1.7020700000   -1.0595640000    2.1735960000    2.9193520000    2.9449110000    3.5460370000    4.8014300000    4.8291580000    5.0367920000    6.7465250000    7.4302660000    7.9522140000    8.5434950000    8.9578230000    9.3740720000    9.5594110000    9.8520800000   10.6954730000   11.2207740000   11.3135860000   11.5298750000   12.1844280000   12.5209090000   12.8909320000   13.6464640000   14.2401620000   14.3526030000   14.6993210000   15.1019670000   15.2363460000   15.6056050000   15.6476960000   16.2647010000   16.3108600000   17.2099050000
    0.0900560767  -19.2228320000  -17.2229480000  -13.6269760000  -10.4890310000   -9.3818560000   -8.3911570000   -6.4241030000   -6.0077040000   -5.9260860000   -5.0044700000   -4.1437960000   -2.8933790000   -2.4803010000   -1.6701980000   -1.0580250000    2.1731610000    2.8555960000    2.9409900000    3.5376740000    4.7968630000    4.9328610000    5.0415510000    6.7050020000    7.4575250000    7.9677190000    8.5415210000    8.9486580000    9.4039590000    9.5332400000    9.8686300000   10.6961920000   11.2103800000   11.3220960000   11.5356470000   12.1421130000   12.5263400000   12.8345700000   13.5640760000   14.2061520000   14.3362010000   14.7103570000   15.1032740000   15.2365840000   15.6229400000   15.6270930000   16.3224920000   16.3643520000   17.2801600000
    0.1051235318  -19.2226480000  -17.2239300000  -13.6198970000  -10.5375230000   -9.3256030000   -8.3893560000   -6.4427900000   -6.0136350000   -5.9218650000   -4.9853590000   -4.1623600000   -2.9172720000   -2.4782070000   -1.6330360000   -1.0562830000    2.1725100000    2.7583990000    2.9663860000    3.5311380000    4.7911400000    5.0439130000    5.0473500000    6.6602100000    7.4862430000    7.9831400000    8.5418690000    8.9400410000    9.4368400000    9.5021540000    9.8883230000   10.6968050000   11.1984510000   11.3324050000   11.5415880000   12.0936480000   12.5324540000   12.7696130000   13.4799530000   14.1682530000   14.3116900000   14.7126250000   15.1045180000   15.2467370000   15.5963150000   15.6478450000   16.3440830000   16.4743450000   17.3550860000
    0.1201038391  -19.2224480000  -17.2250310000  -13.6119320000  -10.5872950000   -9.2670270000   -8.3872770000   -6.4626860000   -6.0218270000   -5.9171030000   -4.9632550000   -4.1827440000   -2.9442630000   -2.4758780000   -1.5913170000   -1.0543950000    2.1715020000    2.6567890000    2.9950930000    3.5260760000    4.7842090000    5.0541580000    5.1592320000    6.6135160000    7.5154660000    7.9972110000    8.5453280000    8.9328850000    9.4665050000    9.4715950000    9.9109600000   10.6972000000   11.1852030000   11.3444590000   11.5471540000   12.0405280000   12.5389770000   12.6978250000   13.3961450000   14.1278340000   14.2813980000   14.7032430000   15.1081450000   15.2659730000   15.5556260000   15.6804270000   16.3759150000   16.5912830000   17.4267280000
    0.1351712313  -19.2222330000  -17.2262410000  -13.6030600000  -10.6381220000   -9.2063000000   -8.3848860000   -6.4836690000   -6.0325550000   -5.9117820000   -4.9379300000   -4.2048720000   -2.9745050000   -2.4733270000   -1.5448810000   -1.0523790000    2.1698080000    2.5515620000    3.0272560000    3.5220630000    4.7758730000    5.0620820000    5.2788410000    6.5650440000    7.5449950000    8.0092080000    8.5524240000    8.9280330000    9.4259110000    9.5079250000    9.9368240000   10.6971680000   11.1705180000   11.3584600000   11.5517550000   11.9833650000   12.5457300000   12.6195010000   13.3122550000   14.0853540000   14.2465840000   14.6819750000   15.1159580000   15.2924390000   15.5054370000   15.7211310000   16.4178330000   16.7144040000   17.4851820000
