    0.0000000000  -18.3816830000  -17.9051190000  -15.0334100000  -14.6554270000  -13.4067740000  -13.4031420000  -13.3004760000  -13.2863990000  -13.1874420000  -13.1658350000  -13.1372830000  -13.1184590000  -12.8029280000  -11.7872950000   -6.7954530000   -6.5809780000   -6.1654420000   -5.9827640000   -5.9656880000   -5.6944780000   -5.4109670000   -5.3531030000   -5.2051460000   -5.1410630000   -5.1307410000   -5.0344950000   -4.3316450000   -2.9038410000   -2.7856000000   -1.4720870000   -1.4057770000   -1.2187190000   -0.9296250000   -0.5053230000   -0.2947960000   -0.2186580000    0.7569440000    3.7994020000    4.5645750000    4.5958720000    7.1193530000    8.0426350000    8.2542840000   10.2768770000   10.2804770000   10.9796370000   11.2708540000   11.3072550000
    0.0421551202  -18.3801100000  -17.9046390000  -15.0314710000  -14.6550120000  -13.4064990000  -13.4024880000  -13.3001240000  -13.2866420000  -13.1878660000  -13.1658440000  -13.1375570000  -13.1188700000  -12.8011920000  -11.7847090000   -6.7925910000   -6.5769420000   -6.1616330000   -5.9836520000   -5.9645600000   -5.6953590000   -5.4085720000   -5.3525880000   -5.2051020000   -5.1414290000   -5.1309290000   -5.0350280000   -4.3340900000   -2.9010180000   -2.7998910000   -1.4879290000   -1.4092930000   -1.2373690000   -0.9319380000   -0.5084500000   -0.3422490000   -0.2240450000    0.8024300000    3.8134110000    4.5886960000    4.6160380000    7.1240130000    8.0349360000    8.2490490000   10.2553690000   10.2899460000   10.9601200000   11.2586810000   11.3085650000
    0.0845045006  -18.3753740000  -17.9031020000  -15.0256540000  -14.6537620000  -13.4055650000  -13.4006150000  -13.2991750000  -13.2872370000  -13.1891330000  -13.1658680000  -13.1384040000  -13.1200620000  -12.7959560000  -11.7769700000   -6.7840020000   -6.5648220000   -6.1502510000   -5.9862990000   -5.9611550000   -5.6977590000   -5.4015740000   -5.3510500000   -5.2048810000   -5.1425400000   -5.1314950000   -5.0366220000   -4.3416910000   -2.8936990000   -2.8408190000   -1.5347280000   -1.4198460000   -1.2922620000   -0.9390220000   -0.5340790000   -0.4509260000   -0.2397130000    0.9208570000    3.8550340000    4.6600790000    4.6758280000    7.1376930000    8.0115790000    8.2332900000   10.1904850000   10.3210510000   10.8966820000   11.2316790000   11.3127470000
    0.1266596207  -18.3676150000  -17.9006340000  -15.0161680000  -14.6517500000  -13.4038100000  -13.3976810000  -13.2981130000  -13.2876440000  -13.1911880000  -13.1658900000  -13.1398930000  -13.1218900000  -12.7872970000  -11.7644190000   -6.7699230000   -6.5449190000   -6.1317610000   -5.9905630000   -5.9555040000   -5.7009410000   -5.3906770000   -5.3485320000   -5.2042100000   -5.1443980000   -5.1324150000   -5.0392220000   -4.3550650000   -2.9170130000   -2.8701540000   -1.6092460000   -1.4373750000   -1.3791630000   -0.9510870000   -0.6750040000   -0.4960310000   -0.2648640000    1.0801210000    3.9220000000    4.7716010000    4.7740140000    7.1589120000    7.9726580000    8.2072550000   10.0909640000   10.3719330000   10.7869090000   11.2049110000   11.3204450000
    0.1690090005  -18.3567020000  -17.8972660000  -15.0031060000  -14.6490560000  -13.4011010000  -13.3937140000  -13.2979530000  -13.2867410000  -13.1939680000  -13.1658810000  -13.1421350000  -13.1241690000  -12.7751310000  -11.7473490000   -6.7504900000   -6.5173710000   -6.1066710000   -5.9962740000   -5.9475580000   -5.7038170000   -5.3767590000   -5.3450550000   -5.2025600000   -5.1470630000   -5.1336270000   -5.0427980000   -4.3755280000   -3.0020660000   -2.8528220000   -1.7081200000   -1.4935230000   -1.4621940000   -0.9685600000   -0.8783010000   -0.5125640000   -0.2984280000    1.2619650000    4.0122790000    4.8997820000    4.9253930000    7.1854050000    7.9178640000    8.1710280000    9.9658180000   10.4417750000   10.6408800000   11.1802420000   11.3329290000
    0.2111641218  -18.3430680000  -17.8932040000  -14.9869390000  -14.6458340000  -13.3974360000  -13.3887410000  -13.2993170000  -13.2838040000  -13.1973440000  -13.1658110000  -13.1451870000  -13.1266760000  -12.7595820000  -11.7264980000   -6.7262630000   -6.4829130000   -6.0763300000   -6.0031000000   -5.9373950000   -5.7048660000   -5.3612000000   -5.3407150000   -5.1991050000   -5.1506090000   -5.1349650000   -5.0472910000   -4.4046130000   -3.1030710000   -2.8283350000   -1.8262640000   -1.6282610000   -1.4943190000   -1.0994770000   -0.9915170000   -0.5342890000   -0.3375610000    1.4549640000    4.1220660000    5.0539370000    5.1055980000    7.2133380000    7.8477600000    8.1256370000    9.8260880000   10.4771890000   10.5279490000   11.1513080000   11.3513910000
    0.2533192420  -18.3267510000  -17.8885370000  -14.9679720000  -14.6421970000  -13.3928380000  -13.3826860000  -13.3016750000  -13.2792410000  -13.2012040000  -13.1656440000  -13.1490480000  -13.1292800000  -12.7405560000  -11.7024890000   -6.6976790000   -6.4421060000   -6.0423980000   -6.0107100000   -5.9249960000   -5.7021130000   -5.3454530000   -5.3355860000   -5.1926380000   -5.1552200000   -5.1361730000   -5.0527440000   -4.4445330000   -3.2106510000   -2.7999200000   -1.9602020000   -1.7777530000   -1.5341330000   -1.3292380000   -1.0201330000   -0.5685120000   -0.3782710000    1.6555330000    4.2487230000    5.2292890000    5.3076650000    7.2381040000    7.7629960000    8.0727520000    9.6799150000   10.3094800000   10.6279290000   11.1115700000   11.3763950000
    0.2956686224  -18.3078820000  -17.8833810000  -14.9465520000  -14.6382960000  -13.3873820000  -13.3754200000  -13.3044500000  -13.2735230000  -13.2054400000  -13.1653360000  -13.1535960000  -13.1319570000  -12.7178610000  -11.6760120000   -6.6652390000   -6.3956260000   -6.0187080000   -6.0073500000   -5.9102910000   -5.6928330000   -5.3311040000   -5.3297620000   -5.1816760000   -5.1611490000   -5.1368710000   -5.0593120000   -4.4977620000   -3.3170950000   -2.7691850000   -2.1074250000   -1.9369220000   -1.5829040000   -1.5618950000   -1.0543960000   -0.6206380000   -0.4162330000    1.8624640000    4.3901180000    5.4217680000    5.5253760000    7.2541610000    7.6646060000    8.0146450000    9.5333520000   10.1468480000   10.7380920000   11.0568170000   11.4073770000
    0.3378237425  -18.2868540000  -17.8779570000  -14.9233730000  -14.6343050000  -13.3812850000  -13.3669210000  -13.3072640000  -13.2670050000  -13.2098780000  -13.1648360000  -13.1585510000  -13.1347260000  -12.6915600000  -11.6482330000   -6.6300570000   -6.3451160000   -6.0264990000   -5.9749880000   -5.8934240000   -5.6738250000   -5.3234740000   -5.3196290000   -5.1685620000   -5.1653190000   -5.1365420000   -5.0671380000   -4.5651740000   -3.4138320000   -2.7388620000   -2.2640590000   -2.0984190000   -1.7931240000   -1.6377920000   -1.0935170000   -0.6918960000   -0.4493740000    2.0728030000    4.5423650000    5.6250090000    5.7499560000    7.2557430000    7.5557420000    7.9545970000    9.3925190000    9.9965420000   10.8502060000   10.9866870000   11.2818010000
    0.3801731229  -18.2637830000  -17.8725040000  -14.8987930000  -14.6303840000  -13.3746730000  -13.3570920000  -13.3099190000  -13.2598850000  -13.2144250000  -13.1640710000  -13.1636470000  -13.1376850000  -12.6612080000  -11.6199490000   -6.5927980000   -6.2917450000   -6.0334760000   -5.9484540000   -5.8742820000   -5.6419360000   -5.3169550000   -5.3113900000   -5.1776830000   -5.1442290000   -5.1345060000   -5.0761230000   -4.6464190000   -3.4958770000   -2.7132550000   -2.4297000000   -2.2566520000   -2.0176410000   -1.7025370000   -1.1369790000   -0.7809730000   -0.4796600000    2.2879530000    4.7045720000    5.8369780000    5.9771310000    7.2395790000    7.4383320000    7.8937270000    9.2593210000    9.8597720000   10.9028990000   10.9434870000   11.1281130000
