# End points of segments: 
#   0.00000000 0.14132610 0.27747430 0.41880050 0.55494860 0.70151260 0.84283880 0.97898700 1.12031310 1.25646130 1.40302530 1.54958930 1.69615330 
0.000000 -49.947105
0.002827 -49.854714
0.005653 -49.577403
0.008480 -49.114752
0.011306 -48.466007
0.014133 -47.630012
0.016959 -46.605083
0.019786 -45.388846
0.022612 -43.978001
0.025439 -42.367992
0.028265 -40.552559
0.031092 -38.523110
0.033918 -36.267871
0.036745 -33.770753
0.039571 -31.010022
0.042398 -27.957360
0.045224 -24.579994
0.048051 -20.856061
0.050877 -16.833618
0.053704 -12.757404
0.056530 -9.027094
0.059357 -5.695374
0.062184 -1.681592
0.065010 2.860313
0.067836 2.997052
0.070663 3.134652
0.073490 3.273071
0.076316 3.412270
0.079143 3.552218
0.081969 -4.445029
0.084796 -9.680673
0.087622 -15.620188
0.090449 -21.511029
0.093275 -26.763414
0.096102 -31.394387
0.098928 -35.518302
0.101755 -39.224983
0.104581 -42.575443
0.107408 -45.610531
0.110234 -48.357848
0.113061 -50.836254
0.115887 -53.058737
0.118714 -55.034271
0.121540 -56.769045
0.124367 -58.267298
0.127193 -59.531903
0.130020 -60.564774
0.132847 -61.367157
0.135673 -61.939837
0.138500 -62.283282
0.141326 -62.397739

0.141326 -62.397739
0.144049 -62.311175
0.146772 -62.051950
0.149495 -61.621456
0.152218 -61.022017
0.154941 -60.256888
0.157664 -59.330257
0.160387 -58.247257
0.163110 -57.013979
0.165833 -55.637506
0.168556 -54.125965
0.171279 -52.488617
0.174002 -50.736005
0.176725 -48.880181
0.179448 -46.935084
0.182171 -44.917126
0.184894 -42.846111
0.187616 -40.746680
0.190339 -38.650540
0.193062 -36.599825
0.195785 -34.651870
0.198508 -32.885172
0.201231 -31.404463
0.203954 -30.338802
0.206677 -29.822107
0.209400 -29.950799
0.212123 -30.738581
0.214846 -32.107884
0.217569 -33.927088
0.220292 -36.058277
0.223015 -38.385003
0.225738 -40.818768
0.228461 -43.295117
0.231184 -45.767356
0.233907 -48.201095
0.236630 -50.570284
0.239353 -52.854529
0.242076 -55.037326
0.244799 -57.104925
0.247522 -59.045598
0.250245 -60.849163
0.252968 -62.506689
0.255691 -64.010306
0.258414 -65.353091
0.261136 -66.528993
0.263860 -67.532794
0.266583 -68.360093
0.269305 -69.007285
0.272028 -69.471570
0.274751 -69.750942
0.277474 -69.844200

0.277474 -69.844200
0.280301 -69.734739
0.283127 -69.406436
0.285954 -68.859526
0.288780 -68.094370
0.291607 -67.111411
0.294434 -65.911107
0.297260 -64.493835
0.300086 -62.859762
0.302913 -61.008667
0.305740 -58.939705
0.308566 -56.651068
0.311393 -54.139523
0.314219 -51.399725
0.317046 -48.423194
0.319872 -45.196696
0.322699 -41.699556
0.325525 -37.898861
0.328352 -33.740102
0.331178 -29.126611
0.334005 -23.865613
0.336831 -17.477338
0.339658 -7.734993
0.342484 6.644828
0.345311 6.553198
0.348137 6.465584
0.350964 6.382062
0.353790 6.302691
0.356617 6.227505
0.359444 6.156521
0.362270 5.748772
0.365096 2.212128
0.367923 -4.769338
0.370750 -6.992177
0.373576 -8.519172
0.376403 -9.637478
0.379229 -10.437496
0.382056 -10.953275
0.384882 -11.193635
0.387709 -11.151240
0.390535 -10.803361
0.393362 -10.105718
0.396188 -8.972658
0.399015 -7.209699
0.401841 -4.108618
0.404668 4.914795
0.407494 5.527616
0.410321 5.518764
0.413147 5.512477
0.415974 5.508720
0.418801 5.507470

0.418801 5.507470
0.421523 5.495527
0.424246 5.460580
0.426969 5.405014
0.429692 5.332085
0.432415 5.245255
