# End points of segments: 
#   0.00000000 0.07822800 0.19398190 0.27220980 0.38796370 0.52892030 0.60714820 0.74810480 0.82853980 0.90676780 0.98720280 
0.000000 -0.017882
0.001565 -0.036840
0.003129 -0.072209
0.004694 -0.104827
0.006258 -0.133193
0.007823 -0.155664
0.009387 -0.170290
0.010952 -0.174477
0.012516 -0.164071
0.014081 -0.129789
0.015646 0.034793
0.017210 0.168634
0.018775 0.256338
0.020339 0.336944
0.021904 0.414737
0.023468 0.490748
0.025033 0.565085
0.026597 0.637524
0.028162 0.707720
0.029727 0.775313
0.031291 0.839976
0.032856 0.901451
0.034420 0.959567
0.035985 1.014259
0.037549 1.065569
0.039114 1.113653
0.040678 1.148637
0.042243 1.172289
0.043808 1.194084
0.045372 1.214055
0.046937 1.232244
0.048501 1.248705
0.050066 1.263503
0.051631 1.276709
0.053195 1.288404
0.054760 1.298678
0.056324 1.307624
0.057889 1.315341
0.059453 1.321933
0.061018 1.327503
0.062582 1.332156
0.064147 1.335996
0.065712 1.339122
0.067276 1.341629
0.068841 1.343606
0.070405 1.345133
0.071970 1.346282
0.073534 1.347110
0.075099 1.347668
0.076663 1.347988
0.078228 1.348092

0.078228 1.348092
0.080543 1.348092
0.082858 1.348092
0.085173 1.348092
0.087488 1.348092
0.089803 1.348092
0.092118 1.348092
0.094434 1.348092
0.096749 1.348092
0.099064 1.348092
0.101379 1.348092
0.103694 1.348092
0.106009 1.348092
0.108324 1.348092
0.110639 1.348092
0.112954 1.348092
0.115269 1.348092
0.117584 1.348092
0.119899 1.348092
0.122215 1.348092
0.124530 1.348092
0.126845 1.348092
0.129160 1.348092
0.131475 1.348092
0.133790 1.348092
0.136105 1.348092
0.138420 1.348092
0.140735 1.348092
0.143050 1.348092
0.145365 1.348092
0.147680 1.348092
0.149995 1.348092
0.152310 1.348092
0.154625 1.348092
0.156941 1.348092
0.159256 1.348092
0.161571 1.348092
0.163886 1.348092
0.166201 1.348092
0.168516 1.348092
0.170831 1.348092
0.173146 1.348092
0.175461 1.348092
0.177776 1.348092
0.180091 1.348092
0.182406 1.348092
0.184722 1.348092
0.187037 1.348092
0.189352 1.348092
0.191667 1.348092
0.193982 1.348092

0.193982 1.348092
0.195546 1.347988
0.197111 1.347668
0.198676 1.347110
0.200240 1.346282
0.201805 1.345133
0.203369 1.343606
0.204934 1.341629
0.206498 1.339122
0.208063 1.335996
0.209627 1.332156
0.211192 1.327503
0.212757 1.321933
0.214321 1.315341
0.215886 1.307624
0.217450 1.298678
0.219015 1.288404
0.220579 1.276709
0.222144 1.263503
0.223709 1.248705
0.225273 1.232244
0.226838 1.214055
0.228402 1.194084
0.229967 1.172289
0.231531 1.148637
0.233096 1.113653
0.234660 1.065569
0.236225 1.014259
0.237789 0.959567
0.239354 0.901451
0.240919 0.839976
0.242483 0.775313
0.244048 0.707720
0.245612 0.637524
0.247177 0.565085
0.248741 0.490748
0.250306 0.414737
0.251871 0.336944
0.253435 0.256338
0.255000 0.168634
0.256564 0.034793
0.258129 -0.129789
0.259693 -0.164071
0.261258 -0.174477
0.262823 -0.170290
0.264387 -0.155664
0.265952 -0.133193
0.267516 -0.104827
0.269081 -0.072209
0.270645 -0.036840
0.272210 -0.017882

0.272210 -0.017882
0.274525 -0.017882
0.276840 -0.017882
0.279155 -0.017882
0.281470 -0.017882
0.283785 -0.017882
0.286100 -0.017882
0.288415 -0.017882
0.290730 -0.017882
0.293046 -0.017882
0.295361 -0.017882
0.297676 -0.017882
0.299991 -0.017882
0.302306 -0.017882
0.304621 -0.017882
0.306936 -0.017882
0.309251 -0.017882
0.311566 -0.017882
0.313881 -0.017882
